title,song
乌克丽丽(Anky Hype Mix Re-drum),穿花衬衫要配上一把乌克丽丽，不然看起来会像流氓兄弟，穿西装要记得带个带个女伴，不然看起来会像泊车小弟，一般我是不会随便就 载着花瓶兜风，我不是说你是个 花瓶 你你你别发疯，你说你很容易碎 叮咚叮咚，让我来保护你 你懂我懂，你要我小心你的坏脾气，我说我刚好有一点耐心，你始终改变不了的任性，我当它是一种可爱的个性，你就是海滩下的那乌克丽丽，寻找着逆光让暧昧变成剪影，浪漫不一定要在那夏威夷，沙滩上有你的脚印 是一辈子美景，，别剪短你的发让它飘逸，刚好配上我的八块肌，别再不吃东西 瘦到不行，乌克丽丽在你身上，就像一把放大的Guitar，迷人不一定要比基尼，你的笑容已经非常卡哇伊，想要度假不用去到Hawaii，椰子树刚好种在我家院子里，想要买醉 买醉 买醉 买醉，不一定要喝酒 喝酒，一起干杯 干杯 干杯 干杯，用音乐来灌醉你 怎么能够，你就是海滩下的那乌克丽丽，寻找着逆光让暧昧变成剪影，浪漫不一定要在那夏威夷，沙滩上有你的脚印 是一辈子美景，你就是海滩下的那乌克丽丽，寻找着逆光让暧昧变成剪影，浪漫不一定要在那夏威夷，沙滩上有你的脚印，是一辈子美景 怎么能够，你就是海滩下的那乌克丽丽，寻找着逆光让暧昧变成剪影，浪漫不一定要在那夏威夷，沙滩上有你的脚印 是一辈子美景
兰亭序 (Live),兰亭序 - 周杰伦，兰亭临帖 行书如行云流水，月下门推 心细如你脚步碎，忙不迭 千年碑易拓，却难拓你的美，真迹绝 真心能给谁，牧笛横吹 黄酒小菜又几碟，夕阳余晖 如你的羞怯似醉，摹本易写 而墨香不退与你同留余味，一行朱砂 到底圈了谁，无关风月 我题序等你回，悬笔一绝 那岸边浪千叠，情字何解 怎落笔都不对，而我独缺 你一生的了解，无关风月 我题序等你回，悬笔一绝 那岸边浪千叠，情字何解 怎落笔都不对，而我独缺 你一生的了解，无关风月 我题序等你回，悬笔一绝 那岸边浪千叠，情字何解 怎落笔都不对，独缺 你一生了解，弹指岁月 倾城顷刻间湮灭，青石板街 回眸一笑你婉约，恨了没 你摇头轻叹谁让你蹙着眉，而深闺 徒留胭脂味，人雁南飞 转身一瞥你噙泪，掬一把月 手揽回忆怎么睡，又怎么会 心事密缝绣花鞋针针怨怼，若花怨蝶 你会怨着谁，无关风月 我题序等你回，悬笔一绝 那岸边浪千叠，情字何解 怎落笔都不对，而我独缺 你一生的了解，无关风月 我题序等你回，手书无愧 无惧人间是非，雨打蕉叶 又潇潇了几夜，我等春雷 来提醒你爱谁
爱情废柴 (Live),圣诞节 剩下单人的剩单节，过条街 最好又给我下起雪，这么衰 这么刚好 这么狼狈，要不要拍成MV干脆，淡淡忧伤还是最美，剧情是你在写，有点无解 我们之间，踏着雪 不知不觉走了很远，绕着圈 我叛逆点起一根烟，一整天 我旋律哼了一千遍，千遍一律我不醉不归，没有你的冬天，我会一直唱着唱着，直到你出现，为你封麦 只唱你爱，Goodbye Don't Cry 哭个痛快，曲终人散 你也走散，我承认我是爱情里的废柴，你的离开 喊得太快，我的依赖 还在耍赖，眼泪打转 转不回来，你的笑容灿烂，踏着雪 不知不觉走了很远，绕着圈 我叛逆点起一根烟，一整天 我旋律哼了一千遍，千遍一律我不醉不归，没有你的冬天，我会一直唱着唱着，直到你出现，为你封麦 只唱你爱，Goodbye Don't Cry 哭个痛快，曲终人散 你也走散，我承认我是爱情里的废柴，你的离开 喊得太快，我的依赖 还在耍赖，眼泪打转 转不回来，你的笑容灿烂，为你封麦 只唱你爱，Goodbye Don't Cry 哭个痛快，曲终人散 你也走散，我承认我是爱情里的废柴，你的离开 喊得太快，我的依赖 还在耍赖，眼泪打转 转不回来，你的笑容灿烂
青花瓷 / 阳光宅男 (Live),
彩虹 (Live),哪里有彩虹告诉我，能不能把我的愿望还给我，为什么天这么安静，所有的云都跑到我这里，有没有口罩一个给我，释怀说了太多就成真不了，也许时间是一种解药，也是我现在正服下的毒药，看不见你的笑 我怎么睡得着，你的身影这么近我却抱不到，没有地球太阳还是会绕，没有理由我也能自己走，你要离开 我知道很简单，你说依赖 是我们的阻碍，就算放开，但能不能别没收我的爱，当作我最后才明白，没有理由我也能自己走掉，释怀说了太多就成真不了，也许时间是一种解药，也是我现在正服下的毒药，看不见你的笑，要我怎么睡得着，你的身影这么近我却抱不到，没有地球太阳开始环绕，没有理由我也能自己走掉，你要离开 我知道很简单，你说依赖 是我们的阻碍，就算放开，但能不能别没收我的爱，当作我最后才明白，看不见你的笑，要我怎么睡得着，你的身影这么近我却抱不到，没有地球太阳开始环绕环绕，没有理由我也能自己走掉，释怀说了太多就成真不了，也许时间是一种解药解药，也是我现在正服下的毒药，你要离开 我知道很简单，你说依赖 是我们的阻碍，就算放开，但能不能别没收我的爱，当作我最后才明白
淘汰 (Live),"淘汰 - 陈奕迅,周杰伦，词:周杰伦，曲:周杰伦，编曲:C Y Kong，我说了 所有的谎，你全都相信，简单的 我爱你，你却老不信，你书里的剧情，我不想上演，因为我喜欢 喜剧收尾，我试过 完美放弃，的确很踏实，醒来了，梦散了，你我都走散了，情歌歌曲何必押韵，就算我是K歌之王，也不见得把 爱情唱得完美，只能说我输了，也许是你怕了，我们的回忆 没有皱褶，你却用离开烫下句点，只能说我认了，你的不安赢得你信任，我却得到你 安慰的淘汰，我试过完美放弃，的确很踏实，醒来了，梦散了，你我都走散了，情歌歌词何必押韵，就算我是K歌之王，也不见得把 爱情唱得完美，只能说我输了，也许是你怕了，我们的回忆 没有皱褶，你却用离开烫下句点，只能说我认了，你的不安赢得你信任，我却得到你 安慰的淘汰，只能说我输了，也许是你怕了，我们的回忆 没有皱褶，你却用离开烫下句点，只能说我认了，你的不安赢得你信任，我却得到你 安慰的淘汰，安慰的淘汰"
说好的幸福呢 / 安静 (Live),
布拉格广场,男：琴键上透着光，彩绘的玻璃窗，装饰着歌特式教堂，谁谁谁弹一段，一段流浪忧伤，顺着琴声方向看见，蔷薇依附十八世纪的油画上，女：在旁，男：静静欣赏，女：在想，男：你的浪漫，女：在看，男：是否多久，合：都一样，a a fu shou，a a fu shou，女：yap so so sorry，so so so，Moderato，Andantino，Portmento，Fortissimo，盗贼他偷走，修道士说No，梦醒来后我，一切都都没有，女：我就站在，布拉格黄昏的广场，在许愿池投下了希望，那群白鸽背对着夕阳，那画面太美我不敢看，布拉格的广场无人的走廊，我一个人跳着舞旋转，不远地方你远远吟唱，合：没有我你真的不习惯，男：透着光，彩绘的玻璃窗，装饰着歌特式教堂，合：谁谁谁弹一段，一段流浪忧伤，女：顺着琴声方向看见，蔷薇依附，十八世纪的油画上，在旁，男：静静欣赏，女：在想，男：你的浪漫，女：在看，男：是否多久，合：都一样，a a fu shou，a a fu shou，女：yap so so sorry，合：so so so，Moderato，Andantino，Portmento，Fortissimo，盗贼他偷走，修道士说No，梦醒来后我，一切都都没有，女：我就站在，布拉格黄昏的广场，在许愿池投下了希望，那群白鸽背对着夕阳，那画面太美我不敢看，布拉格的广场无人的走廊，我一个人跳着舞旋转，不远地方你远远吟唱，没有我你真的不习，女：在布拉格黄昏的广场，在许愿池投下了希望，那群白鸽背对着夕阳，那画面太美我不敢看，布拉格的广场拥挤的剧场，安静小巷一家咖啡馆，我在结帐你在煮浓汤，这是故事最后的答案
画沙,画沙 - 周杰伦 / 袁咏琳，，，，午后的风摇晃枝桠 抖落了盛夏，我对着蝉认真说话 再对你牵挂，晚风轻敲着海沙 浪堆积起无暇，我跟纯真在比傻 爱上你放不下，这风景如画 开满凤凰凤凰花，院子里花洒 浇灌着那种情话，等最美的晚霞 等故事长大，用手中的流沙画一个你呀，曾说过的永远 我们一定不会擦，我的青春开始在喧哗，因为大声说爱你 而沙哑，用手中流沙轻描着你的脸颊，也答应说好的未来 绝不会重画，许过的承诺我就不会再去拿，因为我爱你呀，，将思念压成花 有你的记忆干燥成瓶中沙，像沙漏 般想着你滴滴答答，擦美美的指甲 喝你泡的茶，原来幸福可以这么优雅，路多风沙 路多分岔 我一样找到你呀，管他风怎么刮 管雨又怎么下，越痛我就越来 越潇洒，不摘不属于自 己的花，我爱上这泪光 为你我变成傻瓜，这风景如画 开满凤凰凤凰花，院子里花洒 浇灌着那种情话，等我们的童话 等誓言落下，用手中的流沙画一个你呀，曾说过的永远 我们一定不会差，我的青春开始在喧哗，因为大声说爱你 而沙哑，用手中流沙轻描着你的脸颊，也答应说好的未来 绝不会重画，许过的承诺我就不会再去拿，因为我爱你呀，，用手中的流沙画一个你呀，曾说过的永远 我们一定不会差，我的青春开始在喧哗，因为大声说爱你 而沙哑，用手中流沙轻描着你的脸颊，也答应说好的未来 绝不会重画，许过的承诺我就不会再去拿，因为我爱你呀 因为我爱你呀
红尘客栈 (Live),剑出鞘 恩怨了 谁笑，我只求今朝 拥你入 怀抱，红尘客栈风似刀，骤雨落 宿命敲，任武林谁领风骚我却，只为你 折腰，过荒村野桥 寻世外 古道，远离人间尘嚣，柳絮飘执子之手逍遥，檐下 窗棂斜映枝桠，与你 席地对座饮茶，我以工笔画将你牢牢 的记下，提笔 不为风雅，灯下 叹红颜近晚霞，我说缘份 一如参禅不说话，你泪如梨花洒满了纸上的天下，爱恨如写意 山水画，剑出鞘 恩怨了 谁笑，我只求今朝 拥你入 怀抱，红尘客栈风似刀，骤雨落 宿命敲，任武林谁领风骚我却，只为你 折腰，过荒村野桥 寻世外 古道，远离人间尘嚣，柳絮飘执子之手逍遥，任武林谁领风骚我却，只为你 折腰，你回眸多娇 我泪中 带笑，酒招旗风中萧萧，剑出鞘 恩怨了
手写的从前 (Live),这风铃 跟心动很接近，这封信 还在怀念旅行，路过的 爱情都太年轻，你是我 想要 再回去 的风景，这别离 被瓶装成秘密，这雏菊 美的像诗句，而我在风中等你 的消息，等月光落雪地 等枫红染秋季等相遇，我重温 午后 的阳光 将吉他 斜背 在肩上，跟多年前一样 我们轻轻的唱 去任何地方，我看著你的脸 轻刷著和弦，情人节卡片 手写的永远，还记得 广场公园 一起表演，校园旁 糖果店 记忆里 在微甜，我看著 你的脸 轻刷著和弦，初恋是整遍 手写的从前，还记得 那年秋天 说了再见，当恋情 已走远，我将你 深埋在 心里面，微风 需要竹林 溪流需要 蜻蜓，乡愁般的离开 需要片片浮萍，记得那年 的雨季 回忆里特安静，哭过后 的决定 是否还 能进行，我傻傻等待 傻傻等春暖花开，等终等于等明等白 等待爱情回来，青春属于表白 阳光属于窗台，而我想我属于 一个拥有你的未来，纸上的彩虹 用素描画的钟，我还在修改 回忆之中 你的笑容，该怎麼 去形容 为思念 酝酿的痛，夜空霓虹都是我 不要 的繁荣，或许去趟沙滩 或许去 看看夕阳，或许任何一个可以 想心事 的地方，情绪在咖啡馆 被调成 一篇文章，彻底爱上你 如诗一般 透明的泪光，我看著 你的脸 轻刷着和弦，情人节卡片 手写的永远，还记得 广场公园 一起表演，校园旁 糖果店 记忆里 在微甜，我看著 你的脸 轻刷着和弦，初恋是整遍 手写的从前，还记得 那年秋天 说了再见，当恋情 已走远，我将你 深埋在 心里面，我重温 午后 的阳光 将吉他 斜背 在肩上，跟多年前一样 我们轻轻的唱 去任何地方，我看着 你的脸 轻刷着和弦，情人节卡片 手写的永远，还记得 广场公园 一起表演，校园旁 糖果店 记忆里 在微甜，我看著 你的脸 轻刷著和弦，初恋是整遍 手写的从前，还记得 那年秋天 说了再见，当恋情 已走远，我将你 深埋在 心里面
刀马旦,"明明早上人还在香港　还在九龙茶馆喝煲汤，怎么场景一下跳西安　我在护城河的堤岸，站在古老神秘的城墙　月光摇又晃～，我用英语跟小贩交谈　突然画面一下就全暗，，我　还在想　到底身在何方，我　变模样　是个华裔姑娘，我　开始想　认真细心装扮，我　回台上　终於轮我上场，，耍花枪　一个后空翻　腰身跟着转　马步扎的稳当，耍花枪　比谁都漂亮　接着唱一段　虞姬和霸王，耍花枪　舞台的戏班　二胡拉的响　观众用力鼓掌，耍花枪　比谁都漂亮　刀马旦身段　演出风靡全场，，(Rap)，一口粮一张床一面墙一扇窗 我洒下一地月光，一次种下一亩高粱 一个人在北大荒，一碗热汤　啊　温暖了我一个晚上，一匹苍狼一身风霜　走过丝路回家乡，，站在古老神秘的城墙　月光摇又晃～，我用英语跟小贩交谈　突然画面一下就全暗，，我　还在想　到底身在何方，我　变模样　是个华裔姑娘，我　开始想　认真细心装扮，我　回台上　终於轮我上场，，耍花枪　一个后空翻　腰身跟着转　马步扎的稳当，耍花枪　比谁都漂亮　接着唱一段　虞姬和霸王，耍花枪　舞台的戏班　二胡拉的响　观众用力鼓掌，耍花枪　比谁都漂亮　刀马旦身段　演出风靡全场，，耍花枪　一个后空翻　腰身跟着转　马步扎的稳当，耍花枪　比谁都漂亮　接着唱一段　虞姬和霸王，，，OP: Alfa Management Co., Ltd.，ISRC NL-B63-01-002-25"
